"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.141509433962264,0.132075471698113,0.141509433962264,0.0849056603773585,0.0660377358490566,0.10377358490566,0.0566037735849057,0.132075471698113,0.0660377358490566,0.0754716981132075
"2",0.0655737704918033,0.213114754098361,0.163934426229508,0.0437158469945355,0.169398907103825,0.0983606557377049,0.0983606557377049,0.0546448087431694,0.0491803278688525,0.0437158469945355
"3",0.0933333333333333,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.08,0.28,0.106666666666667,0.0933333333333333,0.08
"4",0.0614035087719298,0.0526315789473684,0.0614035087719298,0.0526315789473684,0.0614035087719298,0.087719298245614,0.0614035087719298,0.447368421052632,0.0701754385964912,0.043859649122807
"5",0.0891089108910891,0.0445544554455446,0.108910891089109,0.0594059405940594,0.440594059405941,0.0643564356435644,0.0891089108910891,0.0297029702970297,0.0297029702970297,0.0445544554455446
"6",0.058252427184466,0.058252427184466,0.058252427184466,0.058252427184466,0.0485436893203883,0.514563106796116,0.0485436893203883,0.058252427184466,0.0485436893203883,0.0485436893203883
"7",0.105263157894737,0.0842105263157895,0.305263157894737,0.0736842105263158,0.0526315789473684,0.0842105263157895,0.0526315789473684,0.115789473684211,0.0736842105263158,0.0526315789473684
"8",0.164705882352941,0.0588235294117647,0.0823529411764706,0.0705882352941176,0.0705882352941176,0.0588235294117647,0.258823529411765,0.0588235294117647,0.0941176470588235,0.0823529411764706
"9",0.109375,0.1015625,0.2421875,0.0625,0.109375,0.09375,0.046875,0.0859375,0.0625,0.0859375
"10",0.0921052631578947,0.0921052631578947,0.0921052631578947,0.118421052631579,0.0657894736842105,0.0921052631578947,0.144736842105263,0.0789473684210526,0.0921052631578947,0.131578947368421
"11",0.136752136752137,0.0598290598290598,0.0769230769230769,0.0598290598290598,0.11965811965812,0.0769230769230769,0.290598290598291,0.0512820512820513,0.0683760683760684,0.0598290598290598
"12",0.0757575757575758,0.0909090909090909,0.0909090909090909,0.121212121212121,0.0757575757575758,0.196969696969697,0.0757575757575758,0.0909090909090909,0.0757575757575758,0.106060606060606
"13",0.0682196339434276,0.114808652246256,0.0399334442595674,0.0316139767054908,0.0915141430948419,0.444259567387687,0.0765391014975042,0.0299500831946755,0.0282861896838602,0.0748752079866889
"14",0.0882352941176471,0.0735294117647059,0.0882352941176471,0.161764705882353,0.102941176470588,0.102941176470588,0.102941176470588,0.117647058823529,0.0882352941176471,0.0735294117647059
"15",0.111111111111111,0.0777777777777778,0.155555555555556,0.0888888888888889,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.266666666666667,0.0666666666666667,0.0666666666666667
"16",0.0740740740740741,0.0987654320987654,0.296296296296296,0.0617283950617284,0.0864197530864197,0.111111111111111,0.0617283950617284,0.0617283950617284,0.0740740740740741,0.0740740740740741
"17",0.125,0.0892857142857143,0.0892857142857143,0.107142857142857,0.0892857142857143,0.107142857142857,0.0892857142857143,0.107142857142857,0.0892857142857143,0.107142857142857
"18",0.0294985250737463,0.0471976401179941,0.0737463126843658,0.0206489675516224,0.0412979351032448,0.0353982300884956,0.530973451327434,0.0737463126843658,0.0442477876106195,0.103244837758112
"19",0.0886075949367089,0.0886075949367089,0.0632911392405063,0.113924050632911,0.113924050632911,0.0886075949367089,0.151898734177215,0.10126582278481,0.113924050632911,0.0759493670886076
"20",0.205882352941176,0.0490196078431373,0.0686274509803922,0.0882352941176471,0.0490196078431373,0.0588235294117647,0.0980392156862745,0.0882352941176471,0.0784313725490196,0.215686274509804
"21",0.288888888888889,0.0555555555555556,0.0666666666666667,0.0777777777777778,0.0777777777777778,0.0555555555555556,0.0666666666666667,0.1,0.0888888888888889,0.122222222222222
"22",0.133333333333333,0.0666666666666667,0.114285714285714,0.0571428571428571,0.123809523809524,0.0571428571428571,0.114285714285714,0.104761904761905,0.161904761904762,0.0666666666666667
"23",0.101449275362319,0.130434782608696,0.0869565217391304,0.144927536231884,0.115942028985507,0.072463768115942,0.0869565217391304,0.101449275362319,0.0869565217391304,0.072463768115942
"24",0.228813559322034,0.0423728813559322,0.0932203389830508,0.220338983050847,0.076271186440678,0.0508474576271186,0.101694915254237,0.076271186440678,0.0508474576271186,0.0593220338983051
"25",0.279475982532751,0.0458515283842795,0.0458515283842795,0.0414847161572052,0.133187772925764,0.235807860262009,0.0480349344978166,0.0589519650655022,0.0305676855895196,0.0807860262008734
"26",0.0575221238938053,0.0309734513274336,0.0486725663716814,0.0309734513274336,0.422566371681416,0.172566371681416,0.0597345132743363,0.0597345132743363,0.0331858407079646,0.084070796460177
"27",0.529891304347826,0.0298913043478261,0.0434782608695652,0.0747282608695652,0.0964673913043478,0.0394021739130435,0.0543478260869565,0.046195652173913,0.0298913043478261,0.0557065217391304
"28",0.11,0.07,0.27,0.08,0.05,0.1,0.09,0.11,0.05,0.07
"29",0.165467625899281,0.0503597122302158,0.0467625899280576,0.0287769784172662,0.37410071942446,0.0539568345323741,0.0287769784172662,0.0251798561151079,0.0647482014388489,0.161870503597122
"30",0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.12962962962963,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926
"31",0.1125,0.075,0.0875,0.1,0.075,0.075,0.225,0.1,0.0875,0.0625
"32",0.150537634408602,0.0752688172043011,0.10752688172043,0.161290322580645,0.0537634408602151,0.0752688172043011,0.0860215053763441,0.0645161290322581,0.139784946236559,0.0860215053763441
"33",0.16,0.048,0.072,0.104,0.088,0.072,0.256,0.064,0.072,0.064
