"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0735294117647059,0.117647058823529,0.0882352941176471,0.0882352941176471,0.176470588235294,0.102941176470588,0.0882352941176471,0.102941176470588,0.0882352941176471,0.0735294117647059
"2",0.0505050505050505,0.151515151515152,0.0505050505050505,0.0909090909090909,0.212121212121212,0.0808080808080808,0.0909090909090909,0.111111111111111,0.0707070707070707,0.0909090909090909
"3",0.0869565217391304,0.0652173913043478,0.0543478260869565,0.0869565217391304,0.0652173913043478,0.0652173913043478,0.0978260869565217,0.347826086956522,0.0543478260869565,0.0760869565217391
"4",0.0405405405405405,0.0630630630630631,0.103603603603604,0.0945945945945946,0.0630630630630631,0.346846846846847,0.108108108108108,0.0630630630630631,0.0315315315315315,0.0855855855855856
"5",0.0381679389312977,0.0381679389312977,0.0610687022900763,0.0381679389312977,0.099236641221374,0.0381679389312977,0.541984732824427,0.0534351145038168,0.0534351145038168,0.0381679389312977
"6",0.0417827298050139,0.052924791086351,0.239554317548747,0.0389972144846797,0.0278551532033426,0.164345403899721,0.253481894150418,0.114206128133705,0.0306406685236769,0.0362116991643454
"7",0.0683760683760684,0.136752136752137,0.0769230769230769,0.094017094017094,0.0427350427350427,0.153846153846154,0.102564102564103,0.0427350427350427,0.213675213675214,0.0683760683760684
"8",0.0517241379310345,0.0402298850574713,0.0344827586206897,0.0804597701149425,0.0804597701149425,0.0689655172413793,0.132183908045977,0.0402298850574713,0.419540229885057,0.0517241379310345
"9",0.0427350427350427,0.0427350427350427,0.0512820512820513,0.0512820512820513,0.0512820512820513,0.0427350427350427,0.547008547008547,0.0512820512820513,0.0598290598290598,0.0598290598290598
"10",0.040983606557377,0.0491803278688525,0.0491803278688525,0.0491803278688525,0.040983606557377,0.040983606557377,0.549180327868853,0.0655737704918033,0.0573770491803279,0.0573770491803279
"11",0.12280701754386,0.087719298245614,0.087719298245614,0.087719298245614,0.12280701754386,0.087719298245614,0.105263157894737,0.105263157894737,0.105263157894737,0.087719298245614
"12",0.0721649484536082,0.103092783505155,0.11340206185567,0.103092783505155,0.0515463917525773,0.0515463917525773,0.206185567010309,0.164948453608247,0.0721649484536082,0.0618556701030928
"13",0.0431034482758621,0.0603448275862069,0.491379310344828,0.0603448275862069,0.0689655172413793,0.0517241379310345,0.0689655172413793,0.0603448275862069,0.0517241379310345,0.0431034482758621
"14",0.0408163265306122,0.26530612244898,0.0476190476190476,0.0816326530612245,0.108843537414966,0.0408163265306122,0.0612244897959184,0.0680272108843537,0.238095238095238,0.0476190476190476
"15",0.0314465408805031,0.515723270440252,0.0691823899371069,0.0566037735849057,0.0377358490566038,0.050314465408805,0.0440251572327044,0.0440251572327044,0.0817610062893082,0.0691823899371069
"16",0.0632911392405063,0.0632911392405063,0.0632911392405063,0.0886075949367089,0.0632911392405063,0.0632911392405063,0.0759493670886076,0.0759493670886076,0.367088607594937,0.0759493670886076
"17",0.0632911392405063,0.0632911392405063,0.0632911392405063,0.0886075949367089,0.0759493670886076,0.0632911392405063,0.0632911392405063,0.0759493670886076,0.367088607594937,0.0759493670886076
"18",0.112676056338028,0.0845070422535211,0.0985915492957746,0.126760563380282,0.0704225352112676,0.112676056338028,0.140845070422535,0.0704225352112676,0.0985915492957746,0.0845070422535211
"19",0.0632911392405063,0.0759493670886076,0.0759493670886076,0.0632911392405063,0.10126582278481,0.0632911392405063,0.0759493670886076,0.0886075949367089,0.329113924050633,0.0632911392405063
"20",0.0558659217877095,0.0614525139664804,0.0558659217877095,0.0726256983240224,0.0502793296089385,0.111731843575419,0.0558659217877095,0.41340782122905,0.0782122905027933,0.0446927374301676
"21",0.0677777777777778,0.0677777777777778,0.155555555555556,0.1,0.315555555555556,0.04,0.0388888888888889,0.0966666666666667,0.0433333333333333,0.0744444444444444
"22",0.0675675675675676,0.0810810810810811,0.0675675675675676,0.0810810810810811,0.108108108108108,0.0675675675675676,0.216216216216216,0.135135135135135,0.108108108108108,0.0675675675675676
"23",0.64638783269962,0.0475285171102662,0.0532319391634981,0.0513307984790875,0.0456273764258555,0.0190114068441065,0.0513307984790875,0.0304182509505703,0.0304182509505703,0.0247148288973384
"24",0.155688622754491,0.0419161676646707,0.0538922155688623,0.0419161676646707,0.502994011976048,0.0359281437125748,0.0479041916167665,0.029940119760479,0.029940119760479,0.0598802395209581
"25",0.1,0.1,0.0875,0.1,0.2125,0.0625,0.075,0.1125,0.0625,0.0875
"26",0.078125,0.125,0.078125,0.09375,0.140625,0.078125,0.109375,0.109375,0.078125,0.109375
"27",0.0526315789473684,0.0986842105263158,0.0526315789473684,0.0657894736842105,0.0460526315789474,0.427631578947368,0.0657894736842105,0.0921052631578947,0.0328947368421053,0.0657894736842105
"28",0.0413793103448276,0.117241379310345,0.0689655172413793,0.158620689655172,0.0827586206896552,0.0896551724137931,0.0758620689655172,0.117241379310345,0.0551724137931034,0.193103448275862
"29",0.0714285714285714,0.107142857142857,0.119047619047619,0.142857142857143,0.0714285714285714,0.130952380952381,0.0833333333333333,0.119047619047619,0.0714285714285714,0.0833333333333333
"30",0.177570093457944,0.0498442367601246,0.0404984423676012,0.043613707165109,0.105919003115265,0.0280373831775701,0.0467289719626168,0.0404984423676012,0.0934579439252336,0.373831775700935
"31",0.0431034482758621,0.0603448275862069,0.551724137931034,0.0517241379310345,0.0517241379310345,0.0431034482758621,0.0603448275862069,0.0431034482758621,0.0517241379310345,0.0431034482758621
"32",0.0343511450381679,0.0610687022900763,0.0801526717557252,0.0229007633587786,0.0534351145038168,0.083969465648855,0.0381679389312977,0.5,0.0572519083969466,0.0687022900763359
"33",0.0705882352941176,0.0705882352941176,0.0941176470588235,0.152941176470588,0.0705882352941176,0.0705882352941176,0.129411764705882,0.0705882352941176,0.129411764705882,0.141176470588235
"34",0.118181818181818,0.1,0.0545454545454545,0.0727272727272727,0.127272727272727,0.154545454545455,0.0636363636363636,0.0454545454545455,0.0909090909090909,0.172727272727273
"35",0.123809523809524,0.0952380952380952,0.114285714285714,0.123809523809524,0.0857142857142857,0.0666666666666667,0.142857142857143,0.0666666666666667,0.0952380952380952,0.0857142857142857
"36",0.0555555555555556,0.0833333333333333,0.0462962962962963,0.407407407407407,0.0462962962962963,0.0925925925925926,0.101851851851852,0.0555555555555556,0.0555555555555556,0.0555555555555556
"37",0.027027027027027,0.108108108108108,0.0486486486486487,0.502702702702703,0.0486486486486487,0.0324324324324324,0.0540540540540541,0.0486486486486487,0.0594594594594595,0.0702702702702703
"38",0.0882352941176471,0.323529411764706,0.0490196078431373,0.107843137254902,0.0686274509803922,0.107843137254902,0.0588235294117647,0.0588235294117647,0.0490196078431373,0.0882352941176471
"39",0.106060606060606,0.0909090909090909,0.0757575757575758,0.106060606060606,0.0757575757575758,0.136363636363636,0.106060606060606,0.121212121212121,0.0909090909090909,0.0909090909090909
